year,player_id,선수명,팀명,ERA,G,W,L,SV,HLD,WPCT,IP,H,HR,BB,HBP,SO,R,ER,WHIP
2025,67539,나균안,롯데,3.87,28,3,7,0,0,0.3,137.33,143,13,50,5,116,67,59,1.41
2025,55536,데이비슨,롯데,3.65,22,10,5,0,0,0.667,123.33,123,10,48,5,119,53,50,1.39
2025,64021,박세웅,롯데,4.93,29,11,13,0,0,0.458,160.66,183,15,54,8,156,99,88,1.48
2025,55568,박세현,롯데,14.73,3,0,0,0,0,,3.66,8,1,1,1,4,6,6,2.45
2025,60559,박시영,롯데,11.05,11,1,0,0,0,1,7.33,9,0,9,2,10,9,9,2.45
2025,54503,박준우,롯데,8.03,11,1,2,0,1,0.333,12.33,21,0,6,1,11,11,11,2.19
2025,69594,박진,롯데,5.32,51,3,3,1,3,0.5,69.33,76,10,22,1,50,42,41,1.41
2025,63512,박진형,롯데,8.44,7,0,0,0,0,,5.33,9,1,3,0,5,7,5,2.25
2025,52528,반즈,롯데,5.32,8,3,4,0,0,0.429,45.66,47,4,17,2,38,31,27,1.4
2025,55526,벨라스케즈,롯데,8.23,11,1,4,0,0,0.2,35.00,47,7,18,3,28,32,32,1.86
2025,51594,송재영,롯데,4,46,1,0,0,3,1,27.00,19,3,24,0,28,13,12,1.59
2025,64017,심재민,롯데,3,4,1,0,0,0,1,3.00,5,0,1,0,2,2,1,2
2025,67588,윤성빈,롯데,7.67,31,1,2,0,0,0.333,27.00,26,3,20,4,44,23,23,1.7
2025,52530,이민석,롯데,5.26,20,2,5,0,0,0.286,87.33,104,10,56,2,61,56,51,1.83
2025,55503,이영재,롯데,9,3,0,0,0,0,,2.00,5,1,0,1,2,2,2,2.5
2025,68556,정성종,롯데,3.86,2,0,0,0,0,,2.33,3,1,0,0,0,1,1,1.29
2025,51546,정우준,롯데,5.4,3,0,0,0,0,,3.33,6,0,0,1,3,2,2,1.8
2025,68242,정철원,롯데,4.24,75,8,3,0,21,0.727,70.00,72,4,28,7,55,34,33,1.43
2025,54537,정현수,롯데,3.97,82,2,0,0,12,1,47.66,34,4,26,2,47,23,21,1.26
2025,50556,최준용,롯데,5.3,49,4,4,1,17,0.5,54.33,50,5,16,6,62,35,32,1.21
2025,62363,한현희,롯데,6.23,3,0,0,0,1,,8.66,13,2,2,1,8,6,6,1.73
2025,50596,홍민기,롯데,3.09,25,0,2,0,3,0,32.00,24,0,11,2,39,13,11,1.09
2025,65933,구창모,NC,2.51,4,1,0,0,0,1,14.33,14,1,3,0,18,4,4,1.19
2025,52995,김녹원,NC,6.56,21,3,4,0,1,0.429,70.00,75,10,47,3,37,53,51,1.74
2025,54913,김민규,NC,7.71,7,0,0,0,1,,4.66,5,0,4,0,2,4,4,1.93
2025,68900,김영규,NC,2.86,45,4,3,0,21,0.571,44.00,40,3,18,3,35,17,14,1.32
2025,64580,김재열,NC,6.23,22,0,0,0,2,,21.66,32,5,16,1,16,16,15,2.22
2025,67954,김진호,NC,3.36,76,4,3,6,20,0.571,72.33,53,5,45,9,70,30,27,1.35
2025,50992,김태경,NC,10.64,6,0,0,0,1,,11.00,18,4,9,2,10,20,13,2.45
2025,67956,김태현,NC,12,5,0,0,0,1,,3.00,5,2,3,2,2,4,4,2.67
2025,55995,김태훈,NC,5.21,18,0,0,0,0,,19.00,17,4,16,1,9,15,11,1.74
2025,54944,데이비슨,NC,0,1,0,0,0,0,,,0,0,0,0,0,0,0,0
2025,66965,도태훈,NC,9,1,0,0,0,0,,1.00,3,1,0,0,1,1,1,3
2025,55903,라일리,NC,3.45,30,17,7,0,0,0.708,172.00,136,18,56,3,216,76,66,1.12
2025,55912,로건,NC,4.53,32,7,12,0,0,0.368,173.00,180,18,67,10,149,98,87,1.43
2025,65949,류진욱,NC,3.27,62,4,3,29,0,0.571,66.00,50,6,28,6,57,27,24,1.18
2025,53973,목지훈,NC,6.05,16,3,5,0,0,0.375,58.00,68,6,42,5,45,42,39,1.9
2025,64995,배재환,NC,4.48,70,2,4,2,24,0.333,60.33,48,3,37,11,51,36,30,1.41
2025,67962,소이현,NC,5.63,7,0,0,0,0,,8.00,5,0,7,1,3,5,5,1.5
2025,54904,손주환,NC,4.35,52,6,1,0,7,0.857,51.66,53,5,19,1,37,29,25,1.39
2025,68902,신민혁,NC,4.77,28,6,3,0,0,0.667,132.00,148,23,26,6,84,76,70,1.32
2025,53919,신영우,NC,7.53,8,1,3,0,0,0.25,14.33,8,2,16,3,19,13,12,1.67
2025,77211,이용찬,NC,10.57,12,1,2,0,1,0.333,15.33,23,1,12,4,14,18,18,2.28
2025,52992,이준혁,NC,7.3,25,1,3,0,0,0.25,37.00,43,8,20,6,30,33,30,1.7
2025,54900,임상현,NC,18,1,0,0,0,0,,1.00,2,0,3,0,0,2,2,5
2025,63959,임정호,NC,4.82,31,1,1,0,4,0.5,18.66,18,3,9,4,15,13,10,1.45
2025,52902,임지민,NC,3.86,7,0,1,0,1,0,4.66,1,0,5,0,7,2,2,1.29
2025,69969,전사민,NC,4.26,74,7,7,2,13,0.5,82.33,86,3,33,11,62,45,39,1.45
2025,52903,조민석,NC,6.92,6,0,1,0,0,0,13.00,12,3,11,2,4,10,10,1.77
2025,66920,최성영,NC,6.23,35,2,2,0,4,0.5,47.66,62,6,28,3,33,33,33,1.89
2025,54903,최우석,NC,8.16,12,0,0,0,0,,14.33,23,1,9,0,15,16,13,2.23
2025,68639,하준영,NC,6.75,10,1,1,0,1,0.5,5.33,10,0,7,0,5,4,4,3.19
2025,55460,가라비토,삼성,2.64,15,4,4,0,0,0.5,78.33,56,6,37,6,84,31,23,1.19
2025,61365,김대우,삼성,0,2,0,0,0,1,,,1,0,0,0,0,0,0,1.5
2025,54401,김대호,삼성,5.14,11,0,1,0,0,0,21.00,25,3,15,1,19,13,12,1.9
2025,65062,김재윤,삼성,4.99,63,4,7,13,3,0.364,57.66,57,10,13,1,43,34,32,1.21
2025,62360,김태훈,삼성,4.48,73,2,6,2,19,0.25,66.33,66,8,26,2,74,34,33,1.39
2025,54443,레예스,삼성,4.14,10,4,3,0,0,0.571,50.00,51,5,12,3,35,26,23,1.26
2025,55455,배찬승,삼성,3.91,65,2,3,0,19,0.4,50.66,50,3,34,2,57,25,22,1.66
2025,77446,백정현,삼성,1.95,29,2,0,1,3,1,32.33,19,1,7,2,31,7,7,0.8
2025,73801,송은범,삼성,4.5,5,0,0,0,0,,6.00,9,0,3,0,2,3,3,2
2025,68415,양창섭,삼성,3.43,33,3,3,0,2,0.5,63.00,67,3,19,9,45,29,24,1.37
2025,61268,양현,삼성,0,4,0,0,0,0,,3.33,2,0,3,0,1,0,0,1.5
2025,75421,오승환,삼성,8,12,0,0,0,0,,9.00,15,1,3,0,7,8,8,2
2025,69446,원태인,삼성,3.24,27,12,4,0,0,0.75,166.66,157,20,27,6,108,66,60,1.1
2025,54404,육선엽,삼성,5.34,27,0,1,0,1,0,28.66,23,4,24,0,19,21,17,1.64
2025,63960,이상민,삼성,0,1,0,0,0,0,,1.00,2,0,0,0,1,0,0,2
2025,50464,이승민,삼성,3.78,62,3,2,0,8,0.6,64.33,61,5,26,3,53,37,27,1.35
2025,51454,이승현,삼성,5.42,25,4,9,0,0,0.308,101.33,121,10,46,9,74,64,61,1.65
2025,60146,이승현,삼성,6.31,42,2,1,0,11,0.667,35.66,43,9,11,1,29,26,25,1.51
2025,63492,이재익,삼성,1.23,7,1,0,0,0,1,7.33,8,0,2,0,6,1,1,1.36
2025,51460,이재희,삼성,3,11,0,2,0,4,0,9.00,7,0,5,0,9,3,3,1.33
2025,53455,이호성,삼성,6.34,58,7,4,9,3,0.636,55.33,54,7,29,2,69,44,39,1.5
2025,78352,임창민,삼성,4.85,16,1,0,0,2,1,13.00,17,5,7,1,6,8,7,1.85
2025,54467,정민성,삼성,36,1,0,1,0,0,0,1.00,3,0,0,2,0,4,4,3
2025,62146,최성훈,삼성,9,2,0,0,0,0,,1.00,1,0,1,0,1,1,1,2
2025,65320,최원태,삼성,4.92,27,8,7,0,0,0.533,124.33,128,13,51,12,109,72,68,1.44
2025,66451,최충연,삼성,37.8,4,0,0,0,0,,1.66,7,1,2,1,1,8,7,5.4
2025,50430,홍원표,삼성,4.5,2,0,1,0,0,0,2.00,3,0,2,1,1,1,1,2.5
2025,50441,황동재,삼성,6.97,15,0,1,0,0,0,20.66,27,1,14,2,22,16,16,1.98
2025,53375,후라도,삼성,2.6,30,15,8,0,0,0.652,197.33,177,17,36,4,142,65,57,1.08
2025,51867,김건우,SSG,3.82,35,5,4,0,2,0.556,66.00,53,2,49,7,68,31,28,1.55
2025,77829,김광현,SSG,5,28,10,10,0,0,0.5,144.00,164,13,50,4,138,86,80,1.49
2025,68043,김민,SSG,2.97,70,5,2,1,22,0.714,63.66,60,7,17,6,65,23,21,1.21
2025,50848,김성민,SSG,0,2,1,0,0,0,1,,0,0,2,0,0,0,0,3
2025,65343,김택형,SSG,2.78,25,0,0,0,1,,22.66,19,0,10,3,14,7,7,1.28
2025,73211,노경은,SSG,2.14,77,3,6,3,35,0.333,80.00,60,2,25,3,68,22,19,1.06
2025,62869,문승원,SSG,5.13,23,4,7,0,0,0.364,105.33,109,16,38,5,61,61,60,1.4
2025,54802,박기호,SSG,3,18,0,0,0,2,,24.00,23,3,12,8,13,10,8,1.46
2025,50812,박시후,SSG,3.27,52,6,2,0,3,0.75,52.33,45,5,29,5,34,24,19,1.41
2025,60841,박종훈,SSG,7.11,5,0,2,0,0,0,19.00,15,4,18,5,10,17,15,1.74
2025,61895,서진용,SSG,6.75,2,0,0,0,0,,1.33,1,0,3,0,0,1,1,3
2025,53898,송영진,SSG,5.83,21,2,5,0,0,0.286,63.33,77,10,31,3,40,45,41,1.71
2025,55860,신지환,SSG,0,1,0,0,0,0,,1.00,0,0,0,1,1,0,0,0
2025,54833,앤더슨,SSG,2.25,30,12,7,0,0,0.632,171.66,121,13,51,9,245,53,43,1
2025,53892,이로운,SSG,1.99,75,6,5,1,33,0.545,77.00,56,7,26,0,66,19,17,1.06
2025,52809,전영준,SSG,4.61,34,1,5,0,0,0.167,52.66,48,5,26,5,55,28,27,1.41
2025,66858,정동윤,SSG,8.31,12,0,0,0,0,,17.33,21,2,12,0,17,16,16,1.9
2025,51897,조병현,SSG,1.6,69,5,4,30,0,0.556,67.33,42,5,18,0,79,13,12,0.89
2025,68856,최민준,SSG,3.97,40,2,2,0,1,0.5,65.66,72,6,24,3,44,34,29,1.46
2025,54803,최현석,SSG,6.23,13,0,0,0,0,,17.33,21,5,6,2,11,13,12,1.56
2025,68092,한두솔,SSG,4.95,44,2,0,1,3,1,36.33,46,1,19,1,27,22,20,1.79
2025,55855,화이트,SSG,2.87,24,11,4,0,0,0.733,134.66,111,9,44,8,137,51,43,1.15
