YEAR,PLAYER_ID,PLAYER_NAME,TEAM_ID,AVG,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SAC,SF
2023,64011,안승한,두산,0.208,22,27,24,1,5,0,0,0,5,1,0,0
2023,51203,안재석,두산,0.188,27,68,64,8,12,2,1,1,19,5,0,1
2023,64153,양석환,두산,0.281,140,582,524,73,147,28,0,21,238,89,0,11
2023,76232,양의지,두산,0.305,129,510,439,56,134,23,0,17,208,68,0,3
2023,50293,양찬열,두산,0.239,44,99,88,15,21,2,2,0,27,6,0,1
2023,67207,이유찬,두산,0.243,104,239,210,31,51,7,2,1,65,16,5,1
2023,62951,이형범,두산,,2,0,0,0,0,0,0,0,0,0,0,0
2023,63202,장승현,두산,0.158,76,158,139,11,22,1,0,3,32,9,5,0
2023,68205,전민재,두산,0.235,19,18,17,3,4,2,0,0,6,1,1,0
2023,79231,정수빈,두산,0.287,137,583,498,75,143,14,11,2,185,33,12,2
2023,68242,정철원,두산,,3,0,0,0,0,0,0,0,0,0,0,0
2023,66209,조수행,두산,0.219,126,249,219,41,48,2,1,1,55,17,4,1
2023,51264,최승용,두산,,2,0,0,0,0,0,0,0,0,0,0,0
2023,79240,허경민,두산,0.268,130,475,429,44,115,23,1,7,161,48,0,5
2023,61643,홍건희,두산,,4,0,0,0,0,0,0,0,0,0,0,0
2023,66233,홍성호,두산,0.292,21,51,48,6,14,4,0,0,18,5,0,0
2023,50705,강재민,한화,,1,0,0,0,0,0,0,0,0,0,0,0
2023,52769,권광민,한화,0.151,66,81,73,11,11,1,1,2,20,9,1,0
2023,69702,김건,한화,0.167,7,12,12,1,2,0,0,0,2,0,0,0
2023,53754,김서현,한화,,1,0,0,0,0,0,0,0,0,0,0,0
2023,66715,김인환,한화,0.225,112,365,325,34,73,16,0,7,110,42,0,3
2023,66704,김태연,한화,0.261,91,280,245,25,64,13,0,4,89,25,1,4
2023,63704,노수광,한화,0.221,30,94,77,6,17,5,0,0,22,4,2,2
2023,69737,노시환,한화,0.298,131,595,514,85,153,30,1,31,278,101,0,3
2023,53764,문현빈,한화,0.266,137,481,428,47,114,22,2,5,155,49,9,5
2023,66707,박상언,한화,0.2,86,161,145,13,29,5,1,1,39,13,3,2
2023,67703,박상원,한화,,3,0,0,0,0,0,0,0,0,0,0,0
2023,50709,박정현,한화,0.181,53,113,105,12,19,6,0,2,31,4,3,0
2023,52731,박준영,한화,,1,0,0,0,0,0,0,0,0,0,0,0
2023,53712,오그레디,한화,0.125,22,86,80,3,10,3,0,0,13,8,0,1
2023,78756,오선진,한화,0.23,90,199,165,17,38,6,0,0,44,14,3,2
2023,53716,윌리엄스,한화,0.244,68,273,258,29,63,14,0,9,104,45,0,3
2023,69766,유로결,한화,0.146,27,53,48,5,7,1,0,0,8,5,1,2
2023,52705,유상빈,한화,0,3,8,6,1,0,0,0,0,0,0,0,0
2023,63464,윤대경,한화,,1,0,0,0,0,0,0,0,0,0,0,0
2023,65703,이도윤,한화,0.252,106,346,309,36,78,13,2,1,98,13,15,0
2023,76849,이명기,한화,0.175,14,42,40,2,7,1,0,0,8,5,0,0
2023,53795,이민준,한화,0,4,2,1,0,0,0,0,0,0,0,0,0
2023,52704,이상혁,한화,0,7,2,2,0,0,0,0,0,0,0,0,0
2023,64266,이성곤,한화,0.143,8,16,14,2,2,0,0,0,2,0,1,0
2023,68700,이원석,한화,0.19,81,138,116,20,22,1,1,0,25,8,0,0
2023,67993,이재용,한화,0.5,2,2,2,1,1,0,0,0,1,0,0,0
2023,66657,이진영,한화,0.249,121,422,358,57,89,22,0,10,141,50,4,5
2023,60768,이태양,한화,,1,0,0,0,0,0,0,0,0,0,0,0
2023,63700,장운호,한화,0.222,4,11,9,1,2,0,0,0,2,1,0,0
2023,51706,장지승,한화,0,3,3,3,0,0,0,0,0,0,0,0,0
2023,66706,장진혁,한화,0.222,68,178,162,24,36,5,1,0,43,12,0,1
2023,74857,정우람,한화,,1,0,0,0,0,0,0,0,0,0,0,0
2023,68743,정은원,한화,0.222,122,459,388,50,86,12,0,2,104,30,5,1
2023,79192,채은성,한화,0.263,137,596,521,71,137,17,0,23,223,84,0,3
2023,50707,최인호,한화,0.298,41,148,131,23,39,5,3,2,56,11,2,1
2023,78288,최재훈,한화,0.248,125,417,327,23,81,12,0,1,96,33,9,2
2023,62700,하주석,한화,0.114,25,38,35,4,4,1,0,0,5,2,0,0
2023,69706,허관회,한화,0,10,7,7,1,0,0,0,0,0,0,0,0
2023,61353,고종욱,KIA,0.296,114,286,270,35,80,17,0,3,106,39,0,2
2023,66614,김규성,KIA,0.234,99,177,158,29,37,6,1,2,51,11,5,0
2023,69620,김기훈,KIA,,1,0,0,0,0,0,0,0,0,0,0,0
2023,52605,김도영,KIA,0.303,84,385,340,72,103,20,5,7,154,47,2,4
2023,67610,김석환,KIA,0.13,12,26,23,1,3,1,0,0,4,3,1,0
2023,78603,김선빈,KIA,0.32,119,473,419,41,134,16,0,0,150,48,8,3
2023,78603,김선빈,KIA,0.32,119,473,419,41,134,16,0,0,150,48,8,3
2023,51604,김선우,KIA,0.143,5,7,7,0,1,0,0,0,1,0,0,0
2023,78122,김태군,KIA,0.257,114,346,311,24,80,10,1,1,95,42,8,4
2023,65653,김호령,KIA,0.179,76,107,95,16,17,7,0,0,24,6,3,0
2023,62947,나성범,KIA,0.365,58,253,222,51,81,12,1,18,149,57,0,4
2023,67609,박정우,KIA,0.333,21,12,9,2,3,0,0,0,3,0,3,0
2023,63638,박준표,KIA,,1,0,0,0,0,0,0,0,0,0,0,0
2023,64646,박찬호,KIA,0.301,130,507,452,73,136,18,4,3,171,52,7,6
2023,69727,변우혁,KIA,0.225,83,226,200,23,45,4,0,7,70,24,0,0
2023,52630,소크라테스,KIA,0.285,142,608,547,91,156,31,3,20,253,96,0,8
2023,66662,신범수,KIA,0.17,36,100,88,7,15,3,0,2,24,10,2,1
2023,69636,오선우,KIA,0.179,33,31,28,2,5,0,0,2,11,5,0,0
2023,52667,윤도현,KIA,0,1,1,1,0,0,0,0,0,0,0,0,0
2023,68619,윤중현,KIA,,1,0,0,0,0,0,0,0,0,0,0,0
2023,63260,이우성,KIA,0.301,126,400,355,39,107,17,0,8,148,58,6,3
2023,64560,이창진,KIA,0.27,104,284,244,35,66,11,3,4,95,29,2,2
2023,50662,정해영,KIA,,2,0,0,0,0,0,0,0,0,0,0,0
2023,66354,주효상,KIA,0.063,19,36,32,2,2,0,0,0,2,1,2,0
2023,66606,최원준,KIA,0.255,67,274,239,37,61,11,2,1,79,23,4,0
2023,65464,최정용,KIA,0.167,56,41,36,17,6,1,0,0,7,1,3,0
2023,72443,최형우,KIA,0.302,121,508,431,64,130,27,1,17,210,81,0,4
2023,63722,한승택,KIA,0.129,49,104,85,6,11,2,0,0,13,3,6,0
2023,68646,한준수,KIA,0.256,48,94,86,9,22,4,0,2,32,12,1,0
2023,50600,홍종표,KIA,0,40,12,7,10,0,0,0,0,0,0,1,0
2023,65610,황대인,KIA,0.213,60,199,174,19,37,4,0,5,56,26,0,3
2023,52641,황동하,KIA,,1,0,0,0,0,0,0,0,0,0,0,0
2023,53312,김건희,키움,0.182,9,13,11,0,2,0,0,0,2,0,0,0
2023,53164,김동규,키움,,1,0,0,0,0,0,0,0,0,0,0,0
2023,53344,김동헌,키움,0.242,102,242,211,22,51,5,2,2,66,17,3,3
2023,50360,김동혁,키움,,2,0,0,0,0,0,0,0,0,0,0,0
2023,50304,김병휘,키움,0.143,10,21,21,0,3,1,0,0,4,1,0,0
2023,66018,김선기,키움,,2,0,0,0,0,0,0,0,0,0,0,0
2023,51301,김성진,키움,,2,0,0,0,0,0,0,0,0,0,0,0
2023,68346,김수환,키움,0.216,50,114,97,8,21,4,0,2,31,15,1,1
2023,51303,김시앙,키움,0.224,33,82,76,6,17,1,0,0,18,7,0,0
2023,65898,김웅빈,키움,0.188,29,74,64,2,12,3,0,0,15,9,0,2
2023,67391,김재웅,키움,,1,0,0,0,0,0,0,0,0,0,0,0
2023,62332,김재현,키움,0.111,8,10,9,0,1,0,0,0,1,0,1,0
2023,69306,김주형,키움,0.147,46,81,68,5,10,2,0,0,12,4,3,0
2023,63920,김준완,키움,0.222,76,225,189,25,42,7,0,0,49,14,6,3
2023,51393,김준형,키움,,1,0,0,0,0,0,0,0,0,0,0,0
2023,64984,김태진,키움,0.275,74,212,200,17,55,5,0,0,60,16,3,3
2023,67304,김혜성,키움,0.335,137,621,556,104,186,29,6,7,248,57,0,5
2023,51344,김휘집,키움,0.249,110,435,369,46,92,22,0,8,138,51,6,7
2023,53327,도슨,키움,0.336,57,261,229,37,77,14,2,3,104,29,0,5
2023,50350,러셀,키움,0.286,59,239,220,20,63,11,1,4,88,42,0,1
2023,60336,문성현,키움,,2,0,0,0,0,0,0,0,0,0,0,0
2023,52305,박수종,키움,0.422,23,50,45,7,19,1,2,0,24,3,0,1
2023,50357,박주홍,키움,0.122,27,57,49,5,6,0,1,0,8,2,1,2
2023,64657,박준태,키움,0.143,14,15,14,0,2,0,0,0,2,1,0,0
2023,52348,박찬혁,키움,0.201,48,167,154,13,31,7,0,1,41,8,0,0
2023,65357,송성문,키움,0.263,104,438,388,43,102,16,3,5,139,60,4,7
2023,53303,송재선,키움,0.333,5,3,3,0,1,0,0,0,1,0,0,0
2023,50312,신준우,키움,0.111,24,19,18,4,2,0,0,0,2,0,0,0
2023,61268,양현,키움,,2,0,0,0,0,0,0,0,0,0,0,0
2023,68330,예진원,키움,0.235,16,36,34,2,8,1,0,1,12,4,2,0
2023,76118,원종현,키움,,2,0,0,0,0,0,0,0,0,0,0,0
2023,69399,윤정현,키움,,3,0,0,0,0,0,0,0,0,0,0,0
2023,52397,이명종,키움,,3,0,0,0,0,0,0,0,0,0,0,0
2023,67363,이병규,키움,0.235,7,17,17,3,4,0,0,0,4,2,0,0
2023,53302,이승원,키움,0,4,5,5,0,0,0,0,0,0,0,0,0
2023,74163,이용규,키움,0.234,50,178,154,19,36,0,3,0,42,11,2,2
2023,75566,이원석,키움,0.246,89,345,305,22,75,10,0,2,91,30,1,2
2023,67341,이정후,키움,0.318,86,387,330,50,105,23,2,6,150,45,0,5
2023,50167,이주형,키움,0.326,69,243,215,32,70,13,4,6,109,36,2,2
2023,79456,이지영,키움,0.249,81,237,217,23,54,8,1,0,64,8,7,0
2023,78135,이형종,키움,0.215,99,374,316,35,68,22,1,3,101,37,3,2
2023,64346,임병욱,키움,0.26,80,223,208,30,54,11,1,6,85,36,1,3
2023,64340,임지열,키움,0.259,72,246,212,22,55,8,0,5,78,35,2,1
2023,78352,임창민,키움,,2,0,0,0,0,0,0,0,0,0,0,0
